,bully_severity,is_bully,post
45,0.0,False,HAHA_NOPE_IM_NOT_TAQUISHA_EITHER....i_TALK_TO_YOU_ALOT_ON_TWITTER;)_<3OMG!!!!!_tell_me!!!!_ughh_grrr_rawrr_bianca?_LMAO!_idkk_TELL_ME!
46,0.0,False,HAHAH_GUESS_WHO!?_<3Mary?!_lol_hahahaha
47,0.0,False,hahah_okey_dokey!..sweet_thang(;Mwahaha!!!_Sweet_thang!_i_love_it!!
48,5.5,True,Hahah._Funny_how_u_defend_that_beiber_kid.&amp;_its_also_funny_how_u_stalked_my_whole_twitter!_Nice_goin!_BITCH!
49,0.0,False,HAHAHA_NOPE!_...Uhhhhh!!!!_OMG!_Taquisha?_LOL!
50,0.0,False,Have_u_ever_licked_thee_floor?Hahaha.._Yup!(:_Its_my_job
51,0.0,False,have_u_seen_JUSTIN_BIEBER_in_person?_(:Nope:[_I_wish__bhut_hey_i_might_someday_rite_haha..Hbu?!
52,0.0,False,Have_you_broken_any_bones?__If_so__how?Haha_nahh_ive_just_fractured_some_thumbs_bhut_itz_all_good_lol
53,0.0,False,have_you_ever_been_on_itellyouthat.com?_go_there_and_tell_something_to_the_world_:DHahah_OHKAY?!
54,0.0,False,have_you_ever_had_your_heart_broken?Yup_yup!!:P
55,0.0,False,hehe_yup__it&#039;s_awesome__but_the_pronunciation_is_incredibly_haaard_:Dhaha!!_it_is_haha_lol!!_man_i_hvnt_even_gotten_2_dat_part_yet!_FML_hah
56,0.0,False,Hello_bitch!_How&#039;s_ur_day_going?_Good_I_hope_:)_it&#039;s_beautiful_and_sunny!Ohh_heyy_bitchh!!!_its_goin_good..:D_thx_4_askin
57,0.0,False,Hello._My_friend_is_also_named_April.Nicee!
58,0.0,False,Hello?Hey__hows_yah_momma?!
59,0.0,False,-Hellz_yeahh(:_of_course_i&#039;m_qoinqq_i_wannah_b_with_you_quy&#039;s__like_duhh<3ahahaha!!!(:_It_wuzz_funn!(:_lmao<3
60,0.0,False,Hey_my_name_is_April_too!_Haha._People_named_April_are_always_cool._LOL.Hahaha!!!_Ohh_cool_wait_are_yuh_thee_april_on_twitter?!_april2?_haha_yay!_We_beasts_yo!_haa
61,0.0,False,hey_you&#039;re_an_amazing_nice_and_sweet_girl..pretty_too!Awwhhh!!!Thank_yuh_Jacob_ur_really_nice!!!_Might_be_my_new_bestie_<33_Thank_YUH_SO_MUCH!
62,5.666666666666667,True,Hey._Why_you_such_a_bitch?Why_thank_yuh!
63,0.0,False,Heyyy_Abrilll(:!!!_iloveyhuuu<3_muchooo!!Heyy_Marribbbiii!!_lmao!_iloveyuhhh_muchooo_moeee!!!;)_are_yuh_goin_tmrw?!
64,0.0,False,heyyyyyy!!!_how_u_doin!!!!!Im_doing_good_thankyuh!!!Heyyy_hbu?!
65,0.0,False,heyyyyyyyy!!!!wats_up!?!?(*)-)Heyy_ghurrr!!!_Wuzz_upp!!_haha_nuttin_much_just_busyy!!_hbu_ma?
66,0.0,False,Hi_April!!!Heyy_:D
67,0.0,False,how_many_languages_do_u_speak?Umm.._i_think_2_bhut_english_is_my_first!_im_learnin_french!_;d_hbu?!
68,6.0,True,how_old_are_u_?_And_how_do_you_know_michael?Who_the_hell_are_yuh!!!_And_who_tha_fuck_is_michael!?
69,0.0,False,How_would_you_describe_your_personality?Hmmm...personal?_root_word.._lol_umm_probss..._bubbly__nice__honest(sumtyms)
70,0.0,False,How_would_you_describe_yourself_in_3_words?Myself_Bubbly_Funny?
71,0.0,False,i_love_your_hair.iLoveYou!_Thanks_alot!_Bhut_its_alot_2_keep_up_wit!_Wanna_trade_haha!
72,0.0,False,i_love_youu_chica!<33NO_no_no!_I_Love_youuu_moreee<333_;D_haha!!
73,0.0,False,i_love_youuuuuuu_(:iFUCKINLoveyou!!!<33_xox_ha!
74,0.0,False,i_speak_english_frensh_and_a_little_arabic_cuz_i&#039;ve_been_to_egypt_a_lotta_times_:DOMG!_really?!_cool_thats_so_awesome!_yeah_i_wanna_learn_more_languages_bhut_french_is_already_enuff_2_deal_wit!_ha
75,0.0,False,I_think_ur_not_pretty._Sorry.Oh_thats_wht_i_think_too!_dnt_be_sorry_hahaha!_Silly_goose
76,0.0,False,i&#039;m_bored_can_you_tell_me_something_funny?_loolHahah!!_ohhkayy?!?!_lol_Wht_do_you_call_a_deer_with_no_eyes?_I_have_no_ideer!_haha_Classic__umm_i_suck_at_this_haha
77,0.0,False,IF_U_LIVE_FOREVER_WAT_DO_U_LIVE_FOR?????IDKKK!!!GOD?!_Not_understndin_this_?_srry_its_like_3am_hah
78,0.0,False,If_you_could_ask_Barack_Obama_one_question_what_would_it_be?Oh_snap!!_I_would_actually_hug_him_first_off_ahah_and_say_&quot;Nigga_where_my_weed_go?&quot;_Hahaha_jkjkjk_i_love_him!!_He_is_doin_a_great_job!
79,0.0,False,If_you_could_ask_George_W._Bush_one_question_what_would_it_be?Are_you_a_lonely_boy?
80,0.0,False,If_you_could_be_a_star_athlete_in_any_sport__which_sport_would_you_pick?Basketball<3
81,0.0,False,If_you_could_be_invited_to_one_person&#039;s_birthday_party__whose_would_it_be?JUSTIN_BIEBER's_Bday_parrtayy!_haha
82,0.0,False,If_you_could_be_on_one_TV_show_which_one_would_it_be?Keeping_up_with_the_Kardashians!_or_Kendra!_My_FAV_shows_atm!:D
83,0.0,False,If_you_could_become_any_fictional_character__who_would_you_be?Errmm...Harry_potter?_lol
84,0.0,False,If_you_could_change_your_name__what_would_you_change_it_to?Thats_a_hard_1_._._._*thinkin*_Maybe_Bustin_Jieber?_I_think!_haha
85,0.0,False,If_you_could_date_any_celebrity__who_would_it_be?Justin_Bieber_or_Channing_Tatum!_haha_yumm!
86,0.0,False,If_you_could_eat_dinner_with_any_person__dead_or_alive__who_would_it_be_and_where_would_you_go?Michael_Jacko_and_Subway!_Doh!
87,0.0,False,If_you_could_eliminate_one_thing_you_do_each_day_in_the_bathroom_so_you_never_had_to_do_it_again__what_would_it_be?Put_my_towels_back_on_the_fckn_rack!_lol_im_2_lazy_2_do_it_bhut_it_looks_trashy_when_i_keep_it_on_tha_floor.
88,0.0,False,If_you_could_go_back_in_time_10_years_and_tell_your_younger_self_something__what_would_it_be?Life_is_never_going_to_be_easy.
89,0.0,False,If_you_could_go_on_a_road_trip_with_any_person__dead_or_alive__who_would_it_be_and_where_would_you_go?Justin_Bieber.Duh._&amp;&amp;_Russia!_;]
90,0.0,False,If_you_could_go_on_vacation_for_the_next_month_with_an_unlimited_budget__where_would_you_go?I_would_so_travel_thee_world__Visit_my_overseas_besties_then_shop_everywhere!<3
91,0.0,False,If_you_could_have_an_endless_supply_of_any_food__what_would_you_get?Strawberry-Banana_Smoothies_from_Jack_in_the_Box_;D_Yah_dig?
92,0.0,False,If_you_could_have_been_the_author_of_any_book__what_would_it_have_been?ALL_thee_twilight_books_chuz_she_got_some_good_mula_baby!
93,0.0,False,If_you_could_make_one_person_fall_in_love_with_you_who_would_it_be?My_Orthodontist_docotr_hahahaha!!!_Jkjk_or_am_i_lmao!
94,0.0,False,If_you_could_master_one_skill_what_would_it_be?To_never_sin_bhut_will_NEVER_happen!_See_im_already_sinning__Never_say_never!
95,0.0,False,If_you_could_only_listen_to_one_song_for_the_next_month__which_would_it_be?Up-Justin_Bieber
96,0.0,False,If_you_could_only_read_one_magazine_for_the_rest_of_your_life__which_would_it_be?MMMag_i_love_it!
97,0.0,False,If_you_could_rid_the_world_of_one_thing__what_would_it_be?HOE-ISHNESS!_lol_um_prob._stupid_bitches_and_SIN!_i_just_sinned!Opppzz
98,0.0,False,If_you_could_wake_up_as_anyone_tomorrow__who_would_it_be?MySelf!(:
99,0.0,False,If_you_had_to_cook_dinner_for_someone_tonight__what_would_you_make?Umm..._we_would_go_to_jack-in-the-box!_haha
100,0.0,False,If_you_had_to_give_up_one_favorite_food__what_would_the_most_difficult?Chocolate;
101,0.0,False,If_you_had_to_perform_at_the_circus__what_trick_would_you_do?Read_between_these_three_fingas!_haha
102,0.0,False,If_you_had_your_own_talk_show__who_would_your_first_three_guests_be?Justin_Bieber_Demi_lovato_and_Barack_Obama_babay!!:D
103,0.0,False,If_you_won_a_$1_000_shopping_spree_for_any_store__which_store_would_you_pick?Apple_store!(;_Need_a_MAC_pro!
104,0.0,False,If_you_won_a_million_dollars_what_would_you_do_with_it?Great_question!_Tithe_Help_people_Shop!
105,0.0,False,If_your_house_was_on_fire_and_you_could_only_grab_three_things__what_would_they_be?Laptop_Dogs_Family_Shoes_bed_clothes_coffee_maker_oven_washer&amp;dryer_refridgerator_table&amp;chairs_pics_camera_bath_tub!_HAHAhAHAHAHHAHA!!!!
106,0.0,False,iLove_your_nose_ring!Awhh_i_love_ur_earrings!
107,0.0,False,-ilovee_youuu_bestfranhdd(:_haa_guesss_whooo....ilovee_maryyy_rosseeee_hickkksss!!!!_LOL!
108,0.0,False,ily!ily2_boo!
109,0.0,False,Im_good!!_Juz_got_bak_from_the_srip_in_vegas!!!_It_was_awesome!!!_I_luved_it!!_Hav_u_evah_been_to_vegas?:)Awhh!_Yuh_so_lucky_ghurr!!!I_bet_yuh_had_a_BLAST!_&amp;_nahh_ive_never_been_bhut_i_would_soo_want_to_go!;D
110,0.0,False,Is_@TruAce_single!?YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!4_theee_lasttt_timeee!!!_Ask_him_http://www.formspring.me/TRUACE
111,0.0,False,justin_bieber_is_my_driving_teacher_oohh_yess!..bahah_we_gonna_be_doing_sumthing_else_instead_of_him_teaching_me_how_to_drive(;_lmaoHAHAHAHA_TEACHIN_HIM_how_to_ur_his_stickshift_Mwhahahahahaha!_i_llalala_love_you_best_frann!
112,0.0,False,lol_oo_no!..guurrrl_u_must_be_crazy!!..b/c_i_love_u_muchoo!.Uhhh!!!_lmao!!_U_got_me_lmao!_jkjk_we_can_go_on_4_like_eva!_Lezzzdoooittt_I_Love_you_more_than_yo_own_momma!_AHHA!!
113,0.0,False,Love_you_baby_;)Love_you_More_babe<3
114,0.0,False,love_youu_sexy_thang(;Mwahaha!!_Thank_yuh_meh_sexy_bitch!!_who_is_this!?_haha
115,0.0,False,Mammaasss!!_:D_how_are_you?_haha_go_to_skype_;DYOOOOOOOOOOOOOO!!!!!!!!_Its_Late;_haha_i_have_church_tmrw_bhut_soon_kay?_srry:[
116,0.0,False,Miley_&amp;_Bieber!!!Miley's_a_HOOCHIE!_BIEBER_ALL_THEE_WAY_GHURL!!or_boy!<33
117,0.0,False,NOPE_IM_NOT_BIANCA_EITHER:)_heres_a_clue...i_come_from_new_zealand;)_LOLChrisssy!!???_hahahahah_Chantelle__Alesha_Kailee?_Tori??_LMFAO_iddkkkkk
118,0.0,False,NOPEEE!!_my_name_starts_with_b_:OOMFG!!!_nooo_wayyyy!!!_Ughhh_BROOOKKKEEEEE_OMFG!!!_im_soo_srry_lmao_lots_of_pplz_r_frmh_ZEW_ZEALAND!_lmao_I_fukkinnn_luvv_yuhhhh_hahaha!
119,0.0,False,OH_VISIT_ME_IF_YOU_TRAVEL_THE_WORLD_KTHXBYE._xxHahah_Helllz_yess!_I_will_mamas!!<3_love_u!
120,0.0,False,Omg_Justin_Bieber!!!!_:)_haha.OMG!!_ahhhh!!_Where_he_go?_Damn_it_he_just_fell_off_my_window_sil!_haha_jk!
121,0.0,False,Rate_yurself?I_Love_Justin_Bieber!_He's_a_1000000000+_on_a_1-10_scale_HA!
122,0.0,False,shut_up_ur_prettty!..llShut_up_your_prettier!_<33
123,0.0,False,Sneakers_or_sandals?Sandals_4suree_;D_i_wear_them_in_thee_winter_2!_No_lie!_haha
124,0.0,False,Sooooooo_srry_this_is_late!!!:)_im_juzz_doin_mothur_freakin_boring!!:)_zzzzzz_zzzz_snore_snore!!:)_LMBOHhahahahaah_ohh_noo_problem_mamas!_ahah_me2_im_soo_exhaustedd_*yawn*_*ywan*_LMAO!
125,0.0,False,the_girl_on_your_background_bottom_right_hand_corner_looks_like_anna_maria_perez_de_tagle.:)_Aww!!_Yeahh_she_is_my_best_friend_*_raphaela_*_Haha._She_is_german_so_i_guess_thts_why!_lmao_<3
126,0.0,False,tht_woul_b_so_cool_if_u_were_here_so_i_can_me_u!!!!!!Ikrr_that_wud_be_awesome!!!_I_wish_;D
127,0.0,False,wat_state_do_u_live_in?Texas!!&amp;Yuh_hun?!_xox
128,0.0,False,Well_dats_so_tight_ur_friends_wit_@truace_._How_does_it_feel_2_kno_him._Since_ur_his_friend_u_wud_kno_does_he_hav_a_gf?Ohhkayy!_First_offf_i_was_playin__i_mean_he_is_a_really_nice_person_dnt_kno_him_like_all_that!_Bhut_u_should_ask_him!
129,0.0,False,well_u_say_any_language.._so.._coba_tebak_ini_bahasa_apa.._kamu_ngerti_ngga_aku_ngomong_apa?_;)Huh!?_That_doesnt_make_sense__Guns_something!_lmao_Come_again!?_lol
130,0.0,False,What_are_you_most_excited_about_right_now?Ummm_SUMMER_bein_almost_here!_Who_isnt?_haha
131,0.0,False,What_did_you_dream_about_last_night?Shh....Dnt_tell_any1_k?_haha!_NOTHING!_MWAH!
132,0.0,False,what_do_u_guys_prefer?_Jonas_brothers_or_justin_bieberAhhh!_I_love_em_both_but_I_would_go_for_Justin_Bieber!!!_Well_because_i'm_older._But_I_perfer_them_BOTH!
133,0.0,False,What_do_you_think_about_formspring.me_so_far?Its_da_shit!_Fun_stuff
134,0.0,False,What_do_you_think_is_your_most_attractive_feature?My_eyes!_They_are_light_brown_and_beautidul_in_the_sun!(;_Thanks_God!_oh_and_my_hands!_and_ass_lol_jkjK!
135,0.0,False,What_do_you_think_was_the_greatest_invention_in_your_lifetime?Thee_comp?_or_cellfonne!_hehe
136,0.0,False,What_kind_of_glasses_do_you_have?Guess!_haha_no_its_the_brand_name.
137,0.0,False,What_kind_of_music_can_you_just_not_stand_to_listen_to?I_cannot_listen_to_that_Heavy_metal!_I_like_me_some_rock(oldies)_bhut_not_that_scary_shit_;D
138,0.0,False,What_music_are_you_listening_to_today?Everything_really!_AHhaha_Lovin_my_HipHop_atm!_Ester_Dean_is_thee_shyyttt!
139,0.0,False,What_one_thing_are_you_exceptionally_good_at?Urgh_._._this_is_difficult_to_answer_haha!_Umm_prob._fixing_computers!_ha_yes_i_said_it_im_like_a_WIZ_at_fixin_comps_that_MYSELF_and_MOM_destroy!_AHAHA!
140,0.0,False,What_TV_show_do_you_wish_would_go_off_the_air_for_good?The_Hills!_Chuz_Lauren_was_thee_whole_point_it_was_clld_thee_Hills_and_there_is_2much_drama!_Bhut_I_still_wtch_it_chuz_i_love_2_laugh_at_thee_dumb_shit!_Spencer_is_a_prick_btw!;0
141,0.0,False,What_was_the_best_concert_you_went_to?Jonas_Brothers_Concert_8/13/09_;D_I_still_love_em_bhut_Justin_bieber_is_thee_shit!
142,0.0,False,What_was_the_happiest_moment_in_your_life?I_have_many!_2many_actually_bhut_i_guess_when_i_found_my_lifetime_friends_;D
143,0.0,False,What_was_the_last_book_you_read?The_Miracle_Worker
144,0.0,False,What_was_the_worst_advice_you&#039;ve_ever_received?This_person_actually_told_me_this_&quot;fried&quot;_i_had_was_not_a_true_friend_and_she_wants_me_2_still_be_this_person's_friend!_Thats_a_NONO!
145,0.0,False,What_was_the_worst_concert_you_went_to?Never_been_2_1_tht_was_bad.
146,0.0,False,What_was_the_worst_job_you&#039;ve_ever_had?I_can't_complain_chuz_i_dnt_have_or_had_one!_hahaha_soon_though!_real_soon!_;
147,0.0,False,What_was_the_worst_place_you&#039;ve_traveled_to?Georgia_Columbus._2_b_exact._I_Dislike_it._BORING!!_Hotlanta_is_where_its_AT!_;*
148,0.0,False,What_was_your_favorite_birthday_gift?Life(:_haha!!_umm_idk_thats_hard!
149,5.666666666666667,True,What_was_your_favorite_toy_to_play_with_as_a_child?Now_how_the_fuck_am_i_suppose_to_remember_that?_Weirdo!_maybe_it_was_ur_moms_dick?_lOL!
150,0.0,False,What_was_your_favorite_year?1995_haha_when_i_was_bornwas_my_year!_Doh!I_didnt_have_2_do_ANYTHING_on_my_own_haha
151,0.0,False,What_was_your_worst_travel_experience?HA!_goin_to_georgia_just_to_see_my_dad's_mother!_Ugh_i_cnt_stand_her_bhut_God_bless_her_soul!_LONG_LIFE_STORY!_haha
152,0.0,False,What_website_do_you_spend_the_most_time_on?Oh_good_1__Twitter_(ofcousre)_i_love_me_some_twitter_peeps!_They_tha_shit_lol
153,0.0,False,What_would_be_the_best_workplace_perk?Idk.._wait_WHaaaa?_lol
154,0.0,False,What_would_your_perfect_day_look_like?Me&amp;God_eatin_Chicken_wings_on_His_throne_<3_ahaha
155,0.0,False,What&#039;s_one_food_you&#039;ll_never_eat_again?Brussel_srouts!_YuCkIE!_bhut_i_love_cabbage_and_they're_mini_cabbages!_LMAO!
156,0.0,False,What&#039;s_one_thing_you_own_that_you_should_probably_throw_away__but_never_will?My_old_school_shit___i_wud_SOOO_throw_it_away_bhut_my_mom!_Urgh
157,0.0,False,What&#039;s_the_best_gift_you&#039;ve_ever_given?The_important_1_is_Love__bhut_ive_given_people_themselves!_Like_i_let_my_friends_have_themselves_instead_of_me!_It_helps_to_see_who_they_are_as_a_person!_Very_important!_Viseversa.
158,0.0,False,What&#039;s_the_best_place_near_you_to_get_a_drink?Hahaha!_Wait_wht_kind_of_drink!_LOL_well_JackInTheBox_is_like_not_evn_a_mile_away_frmh_my_house!_So_there!_i_guess_thts_wht_ur_askin_lmao!_XP
159,0.0,False,What&#039;s_the_best_place_near_you_to_get_some_ice_cream?Hmmm....U_makin_me_hungry_first_of_all!_&amp;&amp;_Dairy_Queen!_YUMM!!
160,0.0,False,What&#039;s_the_best_place_near_you_to_get_some_ice_cream?Umm...Diary_Queen?_or_JackINTHEBOX!_4_my_smoothies_of_course_not_ice_cream!_Mwah
161,0.0,False,What&#039;s_the_furthest_you&#039;ve_ever_traveled?Virginia
162,0.0,False,What&#039;s_the_longest_you&#039;ve_ever_gone_without_a_bath_or_shower?Haha!_Maybe_2days?_lol_idk
163,0.0,False,What&#039;s_the_most_delicious_meal_you&#039;ve_ever_had?Wow._this_is_a_hard_1_i_dnt_think_ive_had_1_or_i_have_many!_I_love_my_smoothies_tho!_YUMMIE!
164,0.0,False,What&#039;s_the_origin_of_your_name?Idk..._its_a_month_that_4_sure_lol
165,0.0,False,What&#039;s_the_weirdest_thing_you&#039;ve_ever_eaten?A_piece_of_grass?
166,0.0,False,What&#039;s_the_weirdest_thing_you&#039;ve_ever_eaten?I_Havent_Gotten_2_that_part!!_haha
167,0.0,False,what&#039;s_your_best_achievement?Wow_awesome_question....I_think_my_best_achievement_would_be_&quot;Finding_who_i_am&quot;_thats_thee_most_important!!<33
168,0.0,False,What&#039;s_your_biggest_phobia?ummmm...messy_rooms;
169,0.0,False,What&#039;s_your_dream_car?Something_cute_and_ME!!_haha_you_kno?_well_a_beamer_is_my_dream_car_basically!_or_a_porshe!
170,0.0,False,What&#039;s_your_earliest_memory?Haha!_Staring_at_my_doctor_thru_sunglasses_while_he_was_in_my_mouth!_HAHAHA!!!
171,0.0,False,what&#039;s_your_fave_song?My_fav_song_girly!!!_is_umm.._Up_&amp;_Running_by_@jessicajarrell_atm!_But_i_have_lots_:)_hbu!?
172,0.0,False,What&#039;s_your_favorite_drink?Mmm..._ROOT_BEER!_haha_my_fav_drink_eva!_POW
173,0.0,False,What&#039;s_your_favorite_food?Actually_its_cabbage!;D
174,0.0,False,What&#039;s_your_favorite_genre_of_music?POP!
175,0.0,False,What&#039;s_your_favorite_movie_quote?Crap_this_is_hard__haha_umm_&quot;People_Need_Inspiration&quot;-_The_Last_Song_<33
176,0.0,False,What&#039;s_your_favorite_type_of_flower?Pink_Roses!(:
177,0.0,False,what&#039;s_your_favourite_colour?Pink_&amp;_Neon_green(:
178,0.0,False,what&#039;s_your_favourite_movie?;)_Umm.._A_walk_to_remember!_or_The_Last_song!_Ugh_theirs_ALOT!_haha_hbu!
179,0.0,False,What&#039;s_yur_fav_color?PINK&amp;NEON_GREEN!Yeahh_buddie
180,0.0,False,whats_ur_fav_tv_showww?_:D_<3Umm._._._good_question_i_have_many_bhut_i_guess_16_and_pregnant_would_be_1_of_my_fav_ones_atm._;D
181,0.0,False,when_ever_you_go_to_google_translate__DONT_USE_IT!!!_trust_me....Hahaha_wht_are_u_tlkn_bout_girl!
182,0.0,False,When_was_the_last_time_you_gave_flowers?Never;;
183,0.0,False,When_you_were_a_kid__what_did_you_want_to_be_when_you_grew_up?Actually_i_was_that_kid_who_wanted_to_be_by_herself_so_i_guess_when_i_grow_up_im_going_to_be_ME_lol!_Hard_question_2_answer.
184,0.0,False,Where_are_ya_From??=)U.S.A!!!;]_Known_as_Mars!!<3
185,0.0,False,Where_would_you_like_to_spend_your_retirement?Haha...when_i_turn_60_ish_ask_me_this!_lol
186,0.0,False,where_would_you_most_like_to_live?Los_Angeles!_<33
187,0.0,False,where&#039;s_your_ideal_holiday_destination?Umm..._Dallas_Texas!_haha_Idk_im_so_plain_so_idk!_Mwhaha
188,0.0,False,Who_and_when_was_your_first_kiss?Umm.._Long_time_ago_bhut_i_was_like_5_or_6_haha_Cory!
189,0.0,False,who_are_your_top_three_celebrity_crushes?Yumm..._Justin_Bieber_P-diddys_son_JDoir_YUMMM....haha_not_really_a_celeb_bhut_yeah!_&amp;&amp;_Channing_Fckn_TATUM!!haha_Oh_damn!!
